source,page,content
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,34,"Phatthalung สงขลา 153,596 160,829 158,801 152,875 155,549 153,818 82,013 85,217 84,886 536 548 552 Songkhla สตูล 14,658 14,502 14,297 14,658 14,502 14,297 5,479 5,784 5,806 374 399 406 Satun ปัตตานี 66,478 65,062 63,721 66,272 63,299 62,835 29,694 25,519 26,253 448 403 418 Pattani ยะลา 18,764 19,162 18,784 18,764 19,012 18,690 6,467 6,657 6,574 345 350 352 Yala นราธิวาส 29,356 29,484 27,007 29,356 29,322 26,777 13,795 13,601 12,342 470 464 461 Narathiwat ตารางที่ 1.3 ข้าวนาปี: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 1.3 Major Rice: Area, production and yield by region and province, 2022-2024 (Continued) รูปที่ 1.3 ข้าวนาปี: เนื้อที่เก็บเกี่ยว ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค ปี 2567 Figure 1.3 Major Rice: Harveste area, production, and yield by region, 2024 สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 6"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,35,"ข้าว: Rice ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 รวมทั้งประเทศ62,838,047 62,098,142 62,019,710 59,491,825 60,287,297 60,279,611 26,711,735 26,933,808 27,006,767 449 447 448 Whole Kingdom ข้าวเจ้าหอมมะลิในพื้นที่ 24,858,921 24,687,832 24,610,401 22,958,514 23,834,783 23,766,194 8,373,480 8,736,110 8,745,322 365 367 368 Hom mali rice in the area ข้าวเจ้าหอมมะลินอกพื้นที่ 3,978,512 3,923,008 3,913,960 3,816,737 3,842,154 3,839,548 1,664,556 1,654,782 1,654,834 436 431 431 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 1,790,984 1,714,279 1,719,178 1,763,090 1,696,894 1,702,224 1,202,810 1,158,646 1,164,133 682 683 684 Pathum Thani 1 ข้าวเจ้าอื่นๆ15,794,079 15,574,723 15,602,395 15,397,948 15,250,821 15,336,817 9,373,974"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,35,"Thani 1 ข้าวเจ้าอื่นๆ15,794,079 15,574,723 15,602,395 15,397,948 15,250,821 15,336,817 9,373,974 9,271,129 9,335,194 609 608 609 Other White Rice ข้าวเหนียว 16,415,551 16,198,300 16,173,776 15,555,536 15,662,645 15,634,828 6,096,915 6,113,141 6,107,284 392 390 391 Glutinous Rice ภาคเหนือ 15,033,850 14,678,646 14,752,100 14,561,717 14,349,603 14,400,805 8,334,990 8,133,428 8,191,988 572 567 569 Northern ข้าวเจ้าหอมมะลิในพื้นที่ 685,222 681,197 685,480 671,813 679,191 645,275 320,098 322,510 304,266 476 475 472 Hom mali rice in the area ข้าวเจ้าหอมมะลินอกพื้นที่ 2,482,086 2,428,128 2,434,343 2,365,588 2,383,675 2,394,616 1,154,535 1,153,403 1,163,885 488 484 486 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 468,076 443,077 446,033 459,152 435,610 439,364 302,419 282,983 286,850 659 650 653 Pathum Thani 1 ข้าวเจ้าอื่นๆ8,587,667 8,368,800 8,405,171 8,293,549 8,116,118 8,206,155 5,047,152 4,901,220 4,975,692 609 604 606 Other White Rice ข้าวเหนียว 2,810,799 2,757,444 2,781,073"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,35,"5,047,152 4,901,220 4,975,692 609 604 606 Other White Rice ข้าวเหนียว 2,810,799 2,757,444 2,781,073 2,771,615 2,735,009 2,715,395 1,510,786 1,473,312 1,461,295 545 539 538 Glutinous Rice ภาคตะวันออกเฉียงเหนือ 38,577,000 38,207,884 38,072,000 35,840,851 36,829,033 36,780,672 12,974,098 13,379,427 13,412,918 362 363 365 Northeastern ข้าวเจ้าหอมมะลิในพื้นที่ 24,173,699 24,006,635 23,924,921 22,286,701 23,155,592 23,120,919 8,053,382 8,413,600 8,441,056 361 363 365 Hom mali rice in the area ข้าวเจ้าปทุมธานี 1 25,975 25,416 25,157 25,242 24,981 24,727 11,510 11,407 11,365 456 457 460 Pathum Thani 1 ข้าวเจ้าอื่นๆ784,036 748,174 742,196 756,227 733,872 728,379 327,458 319,429 319,220 433 435 438 Other White Rice ข้าวเหนียว 13,593,290 13,427,659 13,379,726 12,772,681 12,914,588 12,906,647 4,581,748 4,634,991 4,641,277 359 359 360 Glutinous Rice ภาคกลาง 8,621,715 8,614,858 8,607,937 8,489,129 8,526,722 8,523,482 5,117,877 5,146,818 5,128,864 603 604 602 Central ข้าวเจ้าหอมมะลินอกพื้นที่"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,35,"8,526,722 8,523,482 5,117,877 5,146,818 5,128,864 603 604 602 Central ข้าวเจ้าหอมมะลินอกพื้นที่ 1,491,264 1,489,428 1,474,232 1,446,020 1,453,051 1,439,568 508,246 499,538 489,110 351 344 340 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 1,228,377 1,177,765 1,180,903 1,210,902 1,170,112 1,172,715 850,321 826,164 828,119 702 706 706 Pathum Thani 1 ข้าวเจ้าอื่นๆ5,891,164 5,934,996 5,940,342 5,821,516 5,891,030 5,898,926 3,755,201 3,816,536 3,807,179 645 648 645 Other White Rice ข้าวเหนียว 10,910 12,669 12,460 10,691 12,529 12,273 4,109 4,580 4,456 384 366 363 Glutinous Rice ภาคใต้ 605,482 596,754 587,673 600,128 581,939 574,652 284,770 274,135 272,997 475 471 475 Southern ข้าวเจ้าหอมมะลินอกพื้นที่ 5,162 5,452 5,385 5,129 5,428 5,364 1,775 1,841 1,839 346 339 343 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 68,556 68,021 67,085 67,794 66,191 65,418 38,560 38,092 37,799 569 575 578 Pathum Thani 1 ข้าวเจ้าอื่นๆ531,212 522,753 514,686 526,656 509,801 503,357 244,163 233,944 233,103"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,35,"Pathum Thani 1 ข้าวเจ้าอื่นๆ531,212 522,753 514,686 526,656 509,801 503,357 244,163 233,944 233,103 464 459 463 Other White Rice ข้าวเหนียว 552 528 517 549 519 513 272 258 256 495 497 499 Glutinous Rice เชียงราย 1,293,948 1,277,745 1,298,952 1,270,729 1,273,051 1,255,519 705,751 703,075 687,645 555 552 548 Chiang Rai ข้าวเจ้าหอมมะลิในพื้นที่ 283,803 286,033 289,407 278,714 284,908 279,712 135,599 138,466 134,574 487 486 481 Hom mali rice in the area ข้าวเจ้าปทุมธานี 1 48,916 46,934 47,542 47,496 46,787 46,068 34,752 33,811 33,184 732 723 720 Pathum Thani 1 ข้าวเจ้าอื่นๆ134,809 129,451 131,324 134,036 129,328 127,384 86,837 83,612 82,078 648 647 644 Other White Rice ข้าวเหนียว 826,420 815,327 830,679 810,483 812,028 802,355 448,563 447,186 437,809 553 551 546 Glutinous Rice พะเยา 638,352 624,263 627,339 626,016 622,693 577,886 302,894 299,640 276,477 484 481 478 Phayao ข้าวเจ้าหอมมะลิในพื้นที่ 374,713 370,696 371,322 366,427 369,849 340,874 170,459 171,241 156,698 465 463 460 Hom mali"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,35,"374,713 370,696 371,322 366,427 369,849 340,874 170,459 171,241 156,698 465 463 460 Hom mali rice in the area ข้าวเจ้าปทุมธานี 1 1,550 1,510 1,524 1,513 1,506 1,440 788 784 747 521 521 519 Pathum Thani 1 ข้าวเจ้าอื่นๆ 35,100 27,932 28,230 34,012 27,892 26,677 20,784 18,088 17,220 611 649 645 Other White Rice ข้าวเหนียว 226,989 224,125 226,263 224,064 223,446 208,895 110,863 109,527 101,812 495 490 487 Glutinous Rice ลำาปาง 444,761 433,888 437,845 440,998 428,853 434,387 232,438 221,203 225,899 527 516 520 Lampang ข้าวเจ้าหอมมะลินอกพื้นที่ 50,281 52,646 53,154 49,933 51,772 52,729 25,043 25,633 26,205 502 495 497 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 2,193 2,342 2,364 2,193 2,342 2,357 1,177 1,245 1,265 537 532 537 Pathum Thani 1 ข้าวเจ้าอื่นๆ 29,040 25,321 25,483 28,801 25,155 25,356 17,701 14,678 15,035 615 584 593 Other White Rice ข้าวเหนียว 363,247 353,579 356,844 360,071 349,584 353,945 188,517 179,647 183,394 524 514 518 Glutinous Rice ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์:"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,35,"349,584 353,945 188,517 179,647 183,394 524 514 518 Glutinous Rice ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 Table 1.4 Major Rice Classified by Plant varieties: Area, production and yield by region and province, 2022-2024 สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 7"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,36,"ข้าว: Rice ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 ลำาพูน 99,627 96,093 96,593 98,868 95,928 96,010 61,670 58,458 58,838 624 609 613 Lamphun ข้าวเจ้าหอมมะลินอกพื้นที่ 3,486 3,391 3,429 3,461 3,386 3,405 1,946 1,869 1,893 562 552 556 Hom mali rice outside the area ข้าวเจ้าอื่นๆ2,356 1,087 1,101 2,344 1,086 1,094 1,478 683 693 631 629 633 Other White Rice ข้าวเหนียว 93,785 91,615 92,063 93,063 91,456 91,511 58,246 55,906 56,252 626 611 615 Glutinous Rice เชียงใหม่ 554,465 536,410 541,607 549,895 535,580 539,933 320,879 309,874 313,934 584 579 581 Chiang Mai ข้าวเจ้าหอมมะลิในพื้นที่ 26,706 24,468 24,751 26,672 24,434 24,689 14,040 12,803 12,994 526 524 526 Hom mali rice in the area ข้าวเจ้าปทุมธานี 1 1,290 1,239 1,251 1,290"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,36,"12,803 12,994 526 524 526 Hom mali rice in the area ข้าวเจ้าปทุมธานี 1 1,290 1,239 1,251 1,290 1,239 1,251 828 792 803 642 639 642 Pathum Thani 1 ข้าวเจ้าอื่นๆ197,921 200,058 201,586 195,883 199,796 201,183 109,783 110,582 111,880 560 553 556 Other White Rice ข้าวเหนียว 328,548 310,645 314,019 326,050 310,111 312,810 196,228 185,697 188,257 602 599 602 Glutinous Rice แม่ฮ่องสอน 218,173 213,026 214,703 217,873 212,515 214,150 90,768 85,793 88,316 417 404 412 Mae Hong Son ข้าวเจ้าหอมมะลินอกพื้นที่ 42,868 42,788 43,091 42,847 42,774 42,962 19,566 19,180 19,649 457 448 457 Hom mali rice outside the area ข้าวเจ้าอื่นๆ136,621 133,714 134,855 136,465 133,280 134,541 55,348 51,961 53,597 406 390 398 Other White Rice ข้าวเหนียว 38,684 36,524 36,757 38,561 36,461 36,647 15,854 14,652 15,070 411 402 411 Glutinous Rice ตาก 384,705 373,293 376,102 376,510 364,451 366,662 155,282 148,266 147,945 412 407 403 Tak ข้าวเจ้าหอมมะลินอกพื้นที่ 123,560 120,444 121,218 120,628 116,126 117,581 50,053 47,974"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,36,"407 403 Tak ข้าวเจ้าหอมมะลินอกพื้นที่ 123,560 120,444 121,218 120,628 116,126 117,581 50,053 47,974 48,002 415 413 408 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 7,488 7,219 7,259 7,374 7,166 7,179 4,091 3,907 3,898 555 545 543 Pathum Thani 1 ข้าวเจ้าอื่นๆ214,840 209,383 211,143 210,623 205,670 206,259 85,376 81,858 81,489 405 398 395 Other White Rice ข้าวเหนียว 38,817 36,247 36,482 37,885 35,489 35,643 15,762 14,527 14,556 416 409 408 Glutinous Rice กำาแพงเพชร 1,265,783 1,257,799 1,268,639 1,260,810 1,248,654 1,259,666 778,785 766,795 776,423 618 614 616 Kamphaeng Phet ข้าวเจ้าหอมมะลินอกพื้นที่ 105,544 104,896 105,931 105,302 103,938 105,084 50,755 49,880 50,741 482 480 483 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 22,941 21,817 21,947 22,919 21,805 21,881 14,531 13,818 13,936 634 634 637 Pathum Thani 1 ข้าวเจ้าอื่นๆ1,117,441 1,111,678 1,121,224 1,112,798 1,103,615 1,113,223 702,308 692,534 700,923 631 628 630 Other White Rice ข้าวเหนียว 19,857 19,408 19,537 19,791"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,36,"702,308 692,534 700,923 631 628 630 Other White Rice ข้าวเหนียว 19,857 19,408 19,537 19,791 19,296 19,478 11,191 10,563 10,823 565 547 556 Glutinous Rice สุโขทัย 1,183,502 1,173,680 1,180,204 1,144,645 1,120,600 1,127,970 656,706 645,202 651,719 574 576 578 Sukhothai ข้าวเจ้าหอมมะลินอกพื้นที่ 171,514 170,628 171,248 167,983 164,872 165,254 76,239 75,318 76,034 454 457 460 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 45,388 44,052 44,376 44,821 43,724 44,021 29,474 28,235 28,578 658 646 649 Pathum Thani 1 ข้าวเจ้าอื่นๆ936,781 928,753 934,131 902,430 883,550 889,494 536,535 527,697 532,735 595 597 599 Other White Rice ข้าวเหนียว 29,819 30,247 30,449 29,411 28,454 29,201 14,458 13,952 14,372 492 490 492 Glutinous Rice แพร่ 290,055 284,773 283,173 289,294 283,097 279,516 168,480 163,103 160,276 582 576 573 Phrae ข้าวเจ้าหอมมะลินอกพื้นที่ 21,745 22,174 22,087 21,695 22,078 21,822 11,543 11,603 11,441 532 526 524 Hom mali rice outside the area ข้าวเจ้าอื่นๆ 24,786 22,123 22,031 24,779"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,36,"11,603 11,441 532 526 524 Hom mali rice outside the area ข้าวเจ้าอื่นๆ 24,786 22,123 22,031 24,779 21,879 21,767 15,680 13,674 13,505 633 625 620 Other White Rice ข้าวเหนียว 243,524 240,476 239,055 242,820 239,140 235,927 141,257 137,826 135,330 582 576 574 Glutinous Rice น่าน 332,949 342,059 341,496 330,935 341,134 338,717 171,461 173,168 170,886 518 508 505 Nan ข้าวเจ้าหอมมะลินอกพื้นที่ 8,395 9,975 9,944 8,372 9,962 9,874 4,164 4,902 4,823 497 492 488 Hom mali rice outside the area ข้าวเจ้าอื่นๆ 53,926 56,010 55,869 53,752 55,833 55,478 27,050 28,008 27,655 503 502 498 Other White Rice ข้าวเหนียว 270,628 276,074 275,683 268,811 275,339 273,365 140,247 140,258 138,408 522 509 506 Glutinous Rice อุตรดิตถ์ 623,563 622,757 628,276 614,977 610,250 618,158 369,743 362,369 369,388 601 594 598 Uttaradit ข้าวเจ้าหอมมะลินอกพื้นที่ 45,038 43,243 43,979 44,229 42,815 43,407 22,077 20,750 21,330 499 485 491 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 170,081 170,013 171,394 167,560 165,589"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,36,"485 491 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 170,081 170,013 171,394 167,560 165,589 167,966 108,681 107,289 109,349 649 648 651 Pathum Thani 1 ข้าวเจ้าอื่นๆ343,104 343,753 346,934 339,065 336,982 341,674 205,129 201,305 205,197 605 597 601 Other White Rice ข้าวเหนียว 65,340 65,748 65,969 64,123 64,864 65,111 33,856 33,025 33,512 528 509 515 Glutinous Rice ตารางที่ 1.4 ข้าวนาปีแยกพันธุ์: เนื้อที่ ผลผลิต และผลผลิตต่อไร่ เป็นรายภาค และรายจังหวัด ปี 2565-2567 (ต่อ) Table 1.4 Major Rice Classified by Plant varieties: Area, production and yield by region and province, 2022-2024 (Continued) สถิติการเกษตรของประเทศไทย Agricultural Statistics of Thailand 8"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,37,"ข้าว: Rice ภาค/จังหวัด เนื้อที่เพาะปลูก (ไร่) Planted area (rai) เนื้อที่เก็บเกี่ยว (ไร่) Harvested area (rai) ผลผลิต (ตัน) Production (ton) ผลผลิตต่อไร่ (กก./ไร่) Yield (kg/rai) Region/ Province2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 2565 2022 2566 2023 2567f 2024 พิษณุโลก 1,485,281 1,464,948 1,471,882 1,456,191 1,448,354 1,455,870 869,599 851,112 859,179 597 588 590 Phitsanulok ข้าวเจ้าหอมมะลินอกพื้นที่ 283,662 272,447 273,770 277,755 269,244 270,485 134,851 129,172 130,588 486 480 483 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 39,729 39,683 39,888 39,055 39,205 39,489 25,955 25,741 26,007 665 657 659 Pathum Thani 1 ข้าวเจ้าอื่นๆ1,068,631 1,060,771 1,065,790 1,048,717 1,048,796 1,054,386 661,368 650,074 655,997 631 620 622 Other White Rice ข้าวเหนียว 93,259 92,047 92,434 90,664 91,109 91,510 47,425 46,125 46,587 523 506 509 Glutinous Rice พิจิตร 1,807,669 1,798,874 1,801,236 1,745,979 1,773,544 1,776,084 1,040,885 1,059,532"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,37,"Rice พิจิตร 1,807,669 1,798,874 1,801,236 1,745,979 1,773,544 1,776,084 1,040,885 1,059,532 1,066,129 596 597 600 Phichit ข้าวเจ้าหอมมะลินอกพื้นที่ 579,193 574,350 574,774 557,828 568,849 569,026 269,111 274,874 276,466 482 483 486 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 20,209 19,465 19,525 19,944 19,397 19,427 12,803 12,577 12,672 642 648 652 Pathum Thani 1 ข้าวเจ้าอื่นๆ1,206,511 1,203,372 1,205,240 1,166,495 1,183,631 1,185,951 757,991 771,117 776,017 650 651 654 Other White Rice ข้าวเหนียว 1,756 1,687 1,697 1,712 1,667 1,680 980 964 974 572 578 580 Glutinous Rice นครสวรรค์ 2,559,275 2,460,176 2,466,308 2,351,528 2,419,128 2,426,319 1,373,243 1,387,671 1,396,990 584 574 576 Nakhon Sawan ข้าวเจ้าหอมมะลินอกพื้นที่ 770,581 745,159 746,798 699,622 734,857 736,343 371,258 380,813 383,107 531 518 520 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 51,556 42,543 42,667 49,702 42,260 42,326 32,929 28,218 28,374 663 668 670 Pathum Thani 1 ข้าวเจ้าอื่นๆ1,731,454 1,667,150"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,37,"42,260 42,326 32,929 28,218 28,374 663 668 670 Pathum Thani 1 ข้าวเจ้าอื่นๆ1,731,454 1,667,150 1,671,491 1,596,580 1,636,738 1,642,335 966,251 975,985 982,822 605 596 598 Other White Rice ข้าวเหนียว 5,684 5,324 5,352 5,624 5,273 5,315 2,805 2,655 2,687 499 504 506 Glutinous Rice อุทัยธานี 621,706 538,021 542,207 603,930 446,512 502,162 390,135 283,588 320,877 646 635 639 Uthai Thani ข้าวเจ้าหอมมะลินอกพื้นที่ 20,244 20,123 20,279 19,558 18,133 20,076 9,858 8,312 9,389 504 458 468 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 38,762 30,834 31,014 37,721 29,562 30,983 25,396 17,129 18,608 673 579 601 Pathum Thani 1 ข้าวเจ้าอื่นๆ559,104 483,767 487,590 543,145 395,930 447,852 352,894 256,601 291,132 650 648 650 Other White Rice ข้าวเหนียว 3,596 3,297 3,324 3,506 2,887 3,251 1,987 1,546 1,748 567 536 538 Glutinous Rice เพชรบูรณ์ 1,230,036 1,180,841 1,175,538 1,182,539 1,125,259 1,131,796 646,271 614,579 621,067 547 546 549 Phetchabun ข้าวเจ้าหอมมะลินอกพื้นที่ 255,975 245,864 244,641"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,37,"646,271 614,579 621,067 547 546 549 Phetchabun ข้าวเจ้าหอมมะลินอกพื้นที่ 255,975 245,864 244,641 246,375 234,869 236,568 108,071 103,123 104,217 439 439 441 Hom mali rice outside the area ข้าวเจ้าปทุมธานี 1 17,973 15,426 15,282 17,564 15,028 14,976 11,014 9,437 9,429 627 628 630 Pathum Thani 1 ข้าวเจ้าอื่นๆ795,242 764,477 761,149 763,624 726,957 731,501 444,639 422,763 427,717 582 582 585 Other White Rice ข้าวเหนียว 160,846 155,074 154,466 154,976 148,405 148,751 82,547 79,256 79,704 533 534 536 Glutinous Rice เลย 436,985 411,858 409,540 431,866 408,994 407,451 153,387 144,348 144,709 355 353 355 Loei ข้าวเจ้าหอมมะลิในพื้นที่ 8,703 8,404 8,355 8,582 8,359 8,313 2,819 2,724 2,732 328 326 329 Hom mali rice in the area ข้าวเจ้าอื่นๆ 3,338 3,181 3,153 3,314 3,176 3,137 1,554 1,438 1,435 469 453 457 Other White Rice ข้าวเหนียว 424,944 400,273 398,032 419,970 397,459 396,001 149,014 140,186 140,542 355 353 355 Glutinous Rice หนองบัวลำาภู 747,136 733,706 730,410 705,971 706,706 705,341"
/content/drive/MyDrive/PROJECT-RAG SMARTPLANPLANTING/Data/คู่มือเกษตร/สถิติการเกษตรของประเทศไทย ปี 2567.pdf,37,"140,542 355 353 355 Glutinous Rice หนองบัวลำาภู 747,136 733,706 730,410 705,971 706,706 705,341 252,804 257,674 258,657 358 365 367 Nong Bua Lam Phu ข้าวเจ้าหอมมะลิในพื้นที่ 160,026 156,821 156,162 151,818 150,777 151,321 52,993 53,882 54,032 349 357 357 Hom mali rice in the area ข้าวเจ้าอื่นๆ 16,842 15,638 15,485 16,824 15,481 15,330 7,296 7,007 6,984 434 453 456 Other White Rice ข้าวเหนียว 570,268 561,247 558,763 537,329 540,448 538,690 192,515 196,785 197,641 358 364 367 Glutinous Rice อุดรธานี 2,027,391 2,007,912 2,002,105 2,004,376 1,967,814 1,960,278 732,991 715,196 707,989 366 363 361 Udon Thani ข้าวเจ้าหอมมะลิในพื้นที่ 403,837 402,992 402,023 397,716 394,304 393,983 147,053 144,853 143,522 370 367 364 Hom mali rice in the area ข้าวเจ้าปทุมธานี 1 3,177 2,863 2,843 3,177 2,863 2,843 1,413 1,264 1,245 445 441 438 Pathum Thani 1 ข้าวเจ้าอื่นๆ 30,755 27,142 27,028 30,632 27,069 27,001 17,718 15,604 15,487 578 576 574 Other White Rice ข้าวเหนียว 1,589,622 1,574,915 1,570,211"
